Id,ActivityDate,TotalSteps,TotalDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,PercentLightDistance,PercentModerateDistance,PercentVeryActiveDistance,TotalActiveMins,PercentLightlyActiveMins,PercentVeryActiveMins
2320127002,4/26/2016,3409,2.30,0,0.00,0.00,2.30,0,0,147,1293,1632,100.00,0.00,0.00,147,100.00,0.00
2320127002,4/27/2016,1715,1.16,0,0.00,0.00,1.16,0,0,82,1358,1481,100.00,0.00,0.00,82,100.00,0.00
2320127002,4/28/2016,1532,1.03,0,0.00,0.00,1.03,0,0,76,1364,1473,100.00,0.00,0.00,76,100.00,0.00
2320127002,4/29/2016,924,0.62,0,0.00,0.00,0.62,0,0,45,1395,1410,100.00,0.00,0.00,45,100.00,0.00
2320127002,4/30/2016,4571,3.08,0,0.00,0.00,3.07,0,0,234,1206,1779,99.68,0.00,0.00,234,100.00,0.00
2320127002,5/1/2016,772,0.52,0,0.00,0.00,0.52,0,0,40,1400,1403,100.00,0.00,0.00,40,100.00,0.00
2320127002,5/2/2016,3634,2.45,0,0.36,0.21,1.88,5,6,123,1306,1613,76.73,8.57,14.69,134,91.79,3.73
2320127002,5/3/2016,7443,5.02,0,1.49,0.37,3.16,20,10,206,1204,1878,62.95,7.37,29.68,236,87.29,8.47
2320127002,5/4/2016,1201,0.81,0,0.00,0.00,0.81,0,0,52,1388,1426,100.00,0.00,0.00,52,100.00,0.00
2320127002,5/5/2016,5202,3.51,0,0.00,0.39,3.11,0,11,223,1206,1780,88.60,11.11,0.00,234,95.30,0.00
2320127002,5/6/2016,4878,3.29,0,0.00,0.00,3.29,0,0,204,1236,1742,100.00,0.00,0.00,204,100.00,0.00
2320127002,5/7/2016,7379,4.97,0,0.00,0.00,4.97,0,0,319,1121,1972,100.00,0.00,0.00,319,100.00,0.00
2320127002,5/8/2016,5161,3.48,0,0.00,0.00,3.47,0,0,247,1193,1821,99.71,0.00,0.00,247,100.00,0.00
2320127002,5/9/2016,3090,2.08,0,0.00,0.00,2.08,0,0,145,1295,1630,100.00,0.00,0.00,145,100.00,0.00
2320127002,5/10/2016,6227,4.20,0,0.00,0.00,4.20,0,0,290,1150,1899,100.00,0.00,0.00,290,100.00,0.00
2320127002,5/11/2016,6424,4.33,0,0.00,0.00,4.33,0,0,300,1140,1903,100.00,0.00,0.00,300,100.00,0.00
2320127002,5/12/2016,2661,1.79,0,0.00,0.00,1.79,0,0,128,830,1125,100.00,0.00,0.00,128,100.00,0.00
2347167796,4/12/2016,10113,6.83,0,2.00,0.62,4.20,28,13,320,964,2344,61.49,9.08,29.28,361,88.64,7.76
2347167796,4/13/2016,10352,7.01,0,1.66,1.94,3.41,19,32,195,676,2038,48.64,27.67,23.68,246,79.27,7.72
2347167796,4/14/2016,10129,6.70,0,0.02,2.74,3.94,1,48,206,705,2010,58.81,40.90,0.30,255,80.78,0.39
2347167796,4/15/2016,10465,6.92,0,0.07,1.42,5.43,1,24,284,720,2133,78.47,20.52,1.01,309,91.91,0.32
2347167796,4/16/2016,22244,15.08,0,5.45,4.10,5.53,66,72,268,968,2670,36.67,27.19,36.14,406,66.01,16.26
2347167796,4/17/2016,5472,3.62,0,0.08,0.28,3.26,1,7,249,508,1882,90.06,7.73,2.21,257,96.89,0.39
2347167796,4/18/2016,8247,5.45,0,0.79,0.86,3.79,11,16,206,678,1944,69.54,15.78,14.50,233,88.41,4.72
2347167796,4/19/2016,6711,4.44,0,0.00,0.00,4.44,0,7,382,648,2346,100.00,0.00,0.00,389,98.20,0.00
2347167796,4/20/2016,10999,7.27,0,0.68,1.81,4.78,11,43,269,1011,2198,65.75,24.90,9.35,323,83.28,3.41
2347167796,4/21/2016,10080,6.75,0,1.85,1.53,3.38,23,26,208,761,2048,50.07,22.67,27.41,257,80.93,8.95
2347167796,4/22/2016,7804,5.16,0,0.56,1.68,2.92,9,27,206,781,1946,56.59,32.56,10.85,242,85.12,3.72
2347167796,4/23/2016,16901,11.37,0,2.78,1.45,7.15,32,35,360,591,2629,62.88,12.75,24.45,427,84.31,7.49
2347167796,4/24/2016,9471,6.26,0,0.00,0.00,6.26,0,0,360,584,2187,100.00,0.00,0.00,360,100.00,0.00
2347167796,4/25/2016,9482,6.38,0,1.27,0.52,4.60,15,11,277,653,2095,72.10,8.15,19.91,303,91.42,4.95
2347167796,4/26/2016,5980,3.95,0,0.00,0.00,3.95,0,0,227,732,1861,100.00,0.00,0.00,227,100.00,0.00
2347167796,4/27/2016,11423,7.58,0,1.86,0.40,5.32,26,9,295,623,2194,70.18,5.28,24.54,330,89.39,7.88
2347167796,4/28/2016,5439,3.60,0,0.00,0.00,3.60,0,0,229,764,1854,100.00,0.00,0.00,229,100.00,0.00
2347167796,4/29/2016,42,0.03,0,0.00,0.00,0.03,0,0,4,2,403,100.00,0.00,0.00,4,100.00,0.00
2873212765,4/12/2016,8796,5.91,0,0.11,0.93,4.88,2,21,356,1061,1982,82.57,15.74,1.86,379,93.93,0.53
2873212765,4/13/2016,7618,5.12,0,0.00,0.22,4.88,0,8,404,1028,2004,95.31,4.30,0.00,412,98.06,0.00
2873212765,4/14/2016,7910,5.32,0,0.00,0.00,5.32,0,0,331,1109,1893,100.00,0.00,0.00,331,100.00,0.00
2873212765,4/15/2016,8482,5.70,0,0.00,0.00,5.69,0,0,448,992,2063,99.82,0.00,0.00,448,100.00,0.00
2873212765,4/16/2016,9685,6.65,0,3.11,0.02,3.51,47,1,305,1087,2148,52.78,0.30,46.77,353,86.40,13.31
2873212765,4/17/2016,2524,1.70,0,0.00,0.35,1.34,0,8,160,1272,1529,78.82,20.59,0.00,168,95.24,0.00
2873212765,4/18/2016,7762,5.24,0,0.07,0.28,4.89,1,6,311,1122,1890,93.32,5.34,1.34,318,97.80,0.31
2873212765,4/19/2016,7948,5.37,0,0.00,0.00,5.36,0,0,389,1051,1956,99.81,0.00,0.00,389,100.00,0.00
2873212765,4/20/2016,9202,6.30,0,1.51,0.12,4.66,22,5,378,1035,2094,73.97,1.90,23.97,405,93.33,5.43
2873212765,4/21/2016,8859,5.98,0,0.13,0.37,5.47,2,10,371,1057,1970,91.47,6.19,2.17,383,96.87,0.52
2873212765,4/22/2016,7286,4.90,0,0.46,0.00,4.42,46,0,366,1028,2241,90.20,0.00,9.39,412,88.83,11.17
2873212765,4/23/2016,9317,6.35,0,2.09,0.23,4.02,28,5,330,1077,2021,63.31,3.62,32.91,363,90.91,7.71
2873212765,4/24/2016,6873,4.68,0,3.00,0.06,1.62,46,1,190,1203,1898,34.62,1.28,64.10,237,80.17,19.41
2873212765,4/25/2016,7373,4.95,0,0.00,0.00,4.95,0,0,359,1081,1907,100.00,0.00,0.00,359,100.00,0.00
2873212765,4/26/2016,8242,5.54,0,0.12,0.18,5.24,2,5,309,1124,1882,94.58,3.25,2.17,316,97.78,0.63
2873212765,4/27/2016,3516,2.36,0,0.00,0.00,2.36,46,0,197,1197,1966,100.00,0.00,0.00,243,81.07,18.93
2873212765,4/28/2016,7913,5.41,0,2.16,0.34,2.91,28,7,213,1192,1835,53.79,6.28,39.93,248,85.89,11.29
2873212765,4/29/2016,7365,4.95,0,1.36,1.41,2.18,20,23,206,1191,1780,44.04,28.48,27.47,249,82.73,8.03
2873212765,4/30/2016,8452,5.68,0,0.33,1.08,4.26,5,20,248,1167,1830,75.00,19.01,5.81,273,90.84,1.83
2873212765,5/1/2016,7399,4.97,0,0.49,1.04,3.44,7,18,196,1219,1739,69.22,20.93,9.86,221,88.69,3.17
2873212765,5/2/2016,7525,5.06,0,0.00,0.21,4.83,0,7,334,1099,1878,95.45,4.15,0.00,341,97.95,0.00
2873212765,5/3/2016,7412,4.98,0,0.06,0.25,4.66,1,6,363,1070,1906,93.57,5.02,1.20,370,98.11,0.27
2873212765,5/4/2016,8278,5.56,0,0.00,0.00,5.56,0,0,420,1020,2015,100.00,0.00,0.00,420,100.00,0.00
2873212765,5/5/2016,8314,5.61,0,0.78,0.80,4.03,13,23,311,1093,1971,71.84,14.26,13.90,347,89.63,3.75
2873212765,5/6/2016,7063,4.75,0,0.00,0.12,4.61,0,5,370,1065,1910,97.05,2.53,0.00,375,98.67,0.00
2873212765,5/7/2016,4940,3.38,0,2.28,0.55,0.55,75,11,52,1302,1897,16.27,16.27,67.46,138,37.68,54.35
2873212765,5/8/2016,8168,5.54,0,2.90,0.00,2.64,46,0,326,1068,2096,47.65,0.00,52.35,372,87.63,12.37
2873212765,5/9/2016,7726,5.19,0,0.00,0.00,5.19,0,0,345,1095,1906,100.00,0.00,0.00,345,100.00,0.00
2873212765,5/10/2016,8275,5.56,0,0.00,0.00,5.55,0,0,373,1067,1962,99.82,0.00,0.00,373,100.00,0.00
2873212765,5/11/2016,6440,4.33,0,0.00,0.00,4.32,0,0,319,1121,1826,99.77,0.00,0.00,319,100.00,0.00
2873212765,5/12/2016,7566,5.11,0,0.00,0.00,5.11,0,0,268,720,1431,100.00,0.00,0.00,268,100.00,0.00
3372868164,4/12/2016,4747,3.24,0,0.00,0.00,3.23,0,0,280,1160,1788,99.69,0.00,0.00,280,100.00,0.00
3372868164,4/13/2016,9715,6.63,0,0.99,0.34,5.27,16,8,371,1045,2093,79.49,5.13,14.93,395,93.92,4.05
3372868164,4/14/2016,8844,6.03,0,0.34,1.03,4.65,6,25,370,1039,2065,77.11,17.08,5.64,401,92.27,1.50
3372868164,4/15/2016,7451,5.08,0,0.00,0.00,5.06,0,0,335,1105,1908,99.61,0.00,0.00,335,100.00,0.00
3372868164,4/16/2016,6905,4.73,0,0.00,0.00,4.70,0,0,356,1084,1908,99.37,0.00,0.00,356,100.00,0.00
3372868164,4/17/2016,8199,5.88,0,1.41,0.10,4.36,11,2,322,1105,1964,74.15,1.70,23.98,335,96.12,3.28
3372868164,4/18/2016,6798,4.64,0,1.08,0.20,3.35,20,7,343,1070,2014,72.20,4.31,23.28,370,92.70,5.41
3372868164,4/19/2016,7711,5.26,0,0.00,0.00,5.24,0,0,376,1064,1985,99.62,0.00,0.00,376,100.00,0.00
3372868164,4/20/2016,4880,3.33,0,0.84,0.09,2.38,15,3,274,1148,1867,71.47,2.70,25.23,292,93.84,5.14
3372868164,4/21/2016,8857,6.07,0,1.15,0.26,4.64,18,9,376,1037,2124,76.44,4.28,18.95,403,93.30,4.47
3372868164,4/22/2016,3843,2.62,0,0.00,0.00,2.61,0,0,206,1234,1669,99.62,0.00,0.00,206,100.00,0.00
3372868164,4/23/2016,7396,5.07,0,1.40,0.08,3.58,20,2,303,1115,1995,70.61,1.58,27.61,325,93.23,6.15
3372868164,4/24/2016,6731,4.59,0,0.89,0.19,3.49,14,7,292,1127,1921,76.03,4.14,19.39,313,93.29,4.47
3372868164,4/25/2016,5995,4.09,0,0.00,0.00,4.09,0,0,416,1024,2010,100.00,0.00,0.00,416,100.00,0.00
3372868164,4/26/2016,8283,5.79,0,1.85,0.05,3.87,22,2,333,1083,2057,66.84,0.86,31.95,357,93.28,6.16
3372868164,4/27/2016,7904,5.42,0,1.58,0.63,3.19,24,13,346,1057,2095,58.86,11.62,29.15,383,90.34,6.27
3372868164,4/28/2016,5512,3.76,0,0.00,0.00,3.76,0,0,385,1055,1972,100.00,0.00,0.00,385,100.00,0.00
3372868164,4/29/2016,9135,6.23,0,0.00,0.00,6.22,0,0,402,1038,2044,99.84,0.00,0.00,402,100.00,0.00
3372868164,4/30/2016,5250,3.58,0,1.06,0.09,2.42,17,4,300,1119,1946,67.60,2.51,29.61,321,93.46,5.30
3372868164,5/1/2016,3077,2.10,0,0.00,0.00,2.09,0,0,172,842,1237,99.52,0.00,0.00,172,100.00,0.00
3977333714,4/12/2016,8856,5.98,0,3.06,0.91,2.01,44,19,131,777,1450,33.61,15.22,51.17,194,67.53,22.68
3977333714,4/13/2016,10035,6.71,0,2.03,2.13,2.55,31,46,153,754,1495,38.00,31.74,30.25,230,66.52,13.48
3977333714,4/14/2016,7641,5.11,0,0.32,0.97,3.82,5,23,214,801,1433,74.76,18.98,6.26,242,88.43,2.07
3977333714,4/15/2016,9010,6.06,0,1.05,1.75,3.26,15,42,183,644,1468,53.80,28.88,17.33,240,76.25,6.25
3977333714,4/16/2016,13459,9.00,0,2.03,4.00,2.97,31,83,153,663,1625,33.00,44.44,22.56,267,57.30,11.61
3977333714,4/17/2016,10415,6.97,0,0.70,2.35,3.92,11,58,205,600,1529,56.24,33.72,10.04,274,74.82,4.01
3977333714,4/18/2016,11663,7.80,0,0.25,3.73,3.82,4,95,214,605,1584,48.97,47.82,3.21,313,68.37,1.28
3977333714,4/19/2016,12414,8.78,0,2.24,2.45,3.96,19,67,221,738,1638,45.10,27.90,25.51,307,71.99,6.19
3977333714,4/20/2016,11658,7.83,0,0.20,4.35,3.28,2,98,164,845,1554,41.89,55.56,2.55,264,62.12,0.76
3977333714,4/21/2016,6093,4.08,0,0.00,0.00,4.06,0,0,242,712,1397,99.51,0.00,0.00,242,100.00,0.00
3977333714,4/22/2016,8911,5.96,0,2.33,0.58,3.06,33,12,188,731,1481,51.34,9.73,39.09,233,80.69,14.16
3977333714,4/23/2016,12058,8.07,0,0.00,4.22,3.85,0,92,252,724,1638,47.71,52.29,0.00,344,73.26,0.00
3977333714,4/24/2016,14112,10.00,0,3.27,4.56,2.17,30,95,129,660,1655,21.70,45.60,32.70,254,50.79,11.81
3977333714,4/25/2016,11177,8.48,0,5.62,0.43,2.41,50,9,133,781,1570,28.42,5.07,66.27,192,69.27,26.04
3977333714,4/26/2016,11388,7.62,0,0.45,4.22,2.95,7,95,170,797,1551,38.71,55.38,5.91,272,62.50,2.57
3977333714,4/27/2016,7193,5.04,0,0.00,0.42,4.62,0,10,176,714,1377,91.67,8.33,0.00,186,94.62,0.00
3977333714,4/28/2016,7114,4.88,0,1.37,0.29,3.22,15,8,190,804,1407,65.98,5.94,28.07,213,89.20,7.04
3977333714,4/29/2016,10645,7.75,0,3.74,1.30,2.71,36,32,150,744,1545,34.97,16.77,48.26,218,68.81,16.51
3977333714,4/30/2016,13238,9.20,0,3.69,2.10,3.41,43,52,194,687,1650,37.07,22.83,40.11,289,67.13,14.88
3977333714,5/1/2016,10414,7.07,0,2.67,1.98,2.41,41,40,124,691,1501,34.09,28.01,37.77,205,60.49,20.00
3977333714,5/2/2016,16520,11.05,0,1.54,6.48,3.02,24,143,176,713,1760,27.33,58.64,13.94,343,51.31,7.00
3977333714,5/3/2016,14335,9.59,0,3.32,1.74,4.53,47,41,258,594,1710,47.24,18.14,34.62,346,74.57,13.58
3977333714,5/4/2016,13559,9.44,0,1.81,4.58,2.89,14,96,142,852,1628,30.61,48.52,19.17,252,56.35,5.56
3977333714,5/5/2016,12312,8.58,0,1.76,4.11,2.71,14,88,178,680,1618,31.59,47.90,20.51,280,63.57,5.00
3977333714,5/6/2016,11677,8.28,0,3.11,2.51,2.67,29,55,168,676,1590,32.25,30.31,37.56,252,66.67,11.51
3977333714,5/7/2016,11550,7.73,0,0.00,4.13,3.59,0,86,208,703,1574,46.44,53.43,0.00,294,70.75,0.00
3977333714,5/8/2016,13585,9.09,0,0.68,5.24,3.17,9,116,171,688,1633,34.87,57.65,7.48,296,57.77,3.04
3977333714,5/9/2016,14687,10.08,0,0.77,5.60,3.55,8,122,151,1159,1667,35.22,55.56,7.64,281,53.74,2.85
3977333714,5/10/2016,13072,8.78,0,0.07,5.40,3.31,1,115,196,676,1630,37.70,61.50,0.80,312,62.82,0.32
3977333714,5/11/2016,746,0.50,0,0.37,0.00,0.13,4,0,9,13,52,26.00,0.00,74.00,13,69.23,30.77
4020332650,4/12/2016,8539,6.12,0,0.15,0.24,5.68,4,15,331,712,3654,92.81,3.92,2.45,350,94.57,1.14
4020332650,4/14/2016,108,0.08,0,0.00,0.00,0.03,0,0,3,1437,2011,37.50,0.00,0.00,3,100.00,0.00
4020332650,4/15/2016,1882,1.35,0,0.21,0.36,0.77,36,18,87,1299,2951,57.04,26.67,15.56,141,61.70,25.53
4020332650,4/16/2016,1982,1.42,0,0.45,0.37,0.59,65,21,55,1222,3051,41.55,26.06,31.69,141,39.01,46.10
4020332650,4/17/2016,16,0.01,0,0.00,0.00,0.01,0,0,2,1438,1990,100.00,0.00,0.00,2,100.00,0.00
4020332650,4/18/2016,62,0.04,0,0.00,0.00,0.04,0,0,2,1438,1995,100.00,0.00,0.00,2,100.00,0.00
4020332650,5/2/2016,475,0.34,0,0.00,0.04,0.29,0,11,31,1350,2207,85.29,11.76,0.00,42,73.81,0.00
4020332650,5/3/2016,4496,3.22,0,0.00,0.00,3.15,0,0,174,950,2828,97.83,0.00,0.00,174,100.00,0.00
4020332650,5/4/2016,10252,7.35,0,0.67,1.04,5.58,13,46,346,531,3879,75.92,14.15,9.12,405,85.43,3.21
4020332650,5/5/2016,11728,8.43,0,2.62,1.68,4.04,38,42,196,916,3429,47.92,19.93,31.08,276,71.01,13.77
4020332650,5/6/2016,4369,3.13,0,0.00,0.00,3.10,0,0,177,855,2704,99.04,0.00,0.00,177,100.00,0.00
4020332650,5/7/2016,6132,4.40,0,0.00,0.00,3.58,0,0,184,1256,2975,81.36,0.00,0.00,184,100.00,0.00
4020332650,5/8/2016,5862,4.20,0,0.00,0.00,4.15,0,0,263,775,3089,98.81,0.00,0.00,263,100.00,0.00
4020332650,5/9/2016,4556,3.27,0,0.20,0.12,2.94,3,5,173,1225,2785,89.91,3.67,6.12,181,95.58,1.66
4020332650,5/10/2016,5546,3.98,0,0.00,0.00,3.87,0,0,206,774,2926,97.24,0.00,0.00,206,100.00,0.00
4020332650,5/11/2016,3689,2.65,0,0.11,0.17,2.33,2,8,134,1296,2645,87.92,6.42,4.15,144,93.06,1.39
4020332650,5/12/2016,590,0.42,0,0.00,0.00,0.41,0,0,21,721,1120,97.62,0.00,0.00,21,100.00,0.00
4057192912,4/12/2016,5394,4.03,0,0.00,0.00,3.94,0,0,164,1276,2286,97.77,0.00,0.00,164,100.00,0.00
4057192912,4/13/2016,5974,4.47,0,0.00,0.00,4.37,0,0,160,1280,2306,97.76,0.00,0.00,160,100.00,0.00
4057192912,4/15/2016,3984,2.95,0,0.21,0.26,2.44,3,6,88,873,1527,82.71,8.81,7.12,97,90.72,3.09
4319703577,4/13/2016,8204,5.50,0,0.53,0.59,1.31,8,15,96,1234,2135,23.82,10.73,9.64,119,80.67,6.72
4319703577,4/14/2016,10210,6.88,0,0.11,0.33,6.44,1,9,339,589,2302,93.60,4.80,1.60,349,97.13,0.29
4319703577,4/15/2016,5664,3.80,0,0.00,0.00,3.80,0,0,228,752,1985,100.00,0.00,0.00,228,100.00,0.00
4319703577,4/16/2016,4744,3.18,0,0.00,0.00,3.18,0,0,194,724,1884,100.00,0.00,0.00,194,100.00,0.00
4319703577,4/17/2016,29,0.02,0,0.00,0.00,0.02,0,0,3,1363,1464,100.00,0.00,0.00,3,100.00,0.00
4319703577,4/18/2016,2276,1.55,0,0.07,0.33,1.12,1,9,58,824,1632,72.26,21.29,4.52,68,85.29,1.47
4319703577,4/19/2016,8925,5.99,0,0.00,0.00,5.99,0,0,311,604,2200,100.00,0.00,0.00,311,100.00,0.00
4319703577,4/20/2016,8954,6.01,0,0.00,0.68,5.31,0,18,306,671,2220,88.35,11.31,0.00,324,94.44,0.00
4319703577,4/21/2016,3702,2.48,0,0.00,0.00,0.35,0,0,34,1265,1792,14.11,0.00,0.00,34,100.00,0.00
4319703577,4/22/2016,4500,3.02,0,0.06,0.81,2.15,1,19,176,709,1886,71.19,26.82,1.99,196,89.80,0.51
4319703577,4/23/2016,4935,3.31,0,0.00,0.00,3.31,0,0,233,546,1945,100.00,0.00,0.00,233,100.00,0.00
4319703577,4/24/2016,4081,2.74,0,0.06,0.20,2.47,1,5,191,692,1880,90.15,7.30,2.19,197,96.95,0.51
4319703577,4/25/2016,9259,6.21,0,0.00,0.28,5.93,0,8,390,544,2314,95.49,4.51,0.00,398,97.99,0.00
4319703577,4/26/2016,9899,6.64,0,0.57,0.92,5.15,8,21,288,649,2236,77.56,13.86,8.58,317,90.85,2.52
4319703577,4/27/2016,10780,7.23,0,0.41,1.92,4.91,6,47,300,680,2324,67.91,26.56,5.67,353,84.99,1.70
4319703577,4/28/2016,10817,7.28,0,1.01,0.33,5.94,13,8,359,552,2367,81.59,4.53,13.87,380,94.47,3.42
4319703577,4/29/2016,7990,5.36,0,0.45,0.79,4.12,6,18,289,624,2175,76.87,14.74,8.40,313,92.33,1.92
4319703577,4/30/2016,8221,5.52,0,0.40,1.61,3.51,6,38,196,695,2092,63.59,29.17,7.25,240,81.67,2.50
4319703577,5/1/2016,1251,0.84,0,0.00,0.00,0.84,0,0,67,836,1593,100.00,0.00,0.00,67,100.00,0.00
4319703577,5/2/2016,9261,6.24,0,0.00,0.44,5.71,0,11,344,585,2270,91.51,7.05,0.00,355,96.90,0.00
4319703577,5/3/2016,9648,6.47,0,0.58,1.07,4.83,8,26,287,669,2235,74.65,16.54,8.96,321,89.41,2.49
4319703577,5/4/2016,10429,7.02,0,0.59,0.58,5.85,8,13,313,1106,2282,83.33,8.26,8.40,334,93.71,2.40
4319703577,5/5/2016,13658,9.49,0,2.63,1.41,5.45,27,34,328,957,2530,57.43,14.86,27.71,389,84.32,6.94
4319703577,5/6/2016,9524,6.42,0,0.41,0.47,5.46,6,11,314,692,2266,85.05,7.32,6.39,331,94.86,1.81
4319703577,5/7/2016,7937,5.33,0,0.19,1.05,4.08,3,28,279,586,2158,76.55,19.70,3.56,310,90.00,0.97
4319703577,5/8/2016,3672,2.46,0,0.00,0.00,2.46,0,0,153,603,1792,100.00,0.00,0.00,153,100.00,0.00
4319703577,5/9/2016,10378,6.96,0,0.14,0.56,6.25,2,14,374,490,2345,89.80,8.05,2.01,390,95.90,0.51
4319703577,5/10/2016,9487,6.37,0,0.21,0.46,5.70,3,12,329,555,2260,89.48,7.22,3.30,344,95.64,0.87
4319703577,5/11/2016,9129,6.13,0,0.20,0.74,5.18,3,18,311,574,2232,84.50,12.07,3.26,332,93.67,0.90
4319703577,5/12/2016,17,0.01,0,0.00,0.00,0.01,0,0,2,0,257,100.00,0.00,0.00,2,100.00,0.00
4388161847,4/13/2016,10993,8.45,0,0.06,0.63,3.88,1,14,150,1275,3092,45.92,7.46,0.71,165,90.91,0.61
4388161847,4/14/2016,8863,6.82,0,0.13,1.07,5.62,10,35,219,945,2998,82.40,15.69,1.91,264,82.95,3.79
4388161847,4/15/2016,8758,6.73,0,0.00,0.00,6.73,0,0,299,837,3066,100.00,0.00,0.00,299,100.00,0.00
4388161847,4/16/2016,6580,5.06,0,0.21,0.40,4.45,6,9,253,609,3073,87.94,7.91,4.15,268,94.40,2.24
4388161847,4/17/2016,4660,3.58,0,0.00,0.00,3.58,0,0,201,721,2572,100.00,0.00,0.00,201,100.00,0.00
4388161847,4/18/2016,11009,9.10,0,3.56,0.40,5.14,27,8,239,1017,3274,56.48,4.40,39.12,274,87.23,9.85
4388161847,4/19/2016,10181,7.83,0,1.37,0.69,5.77,20,16,249,704,3015,73.69,8.81,17.50,285,87.37,7.02
4388161847,4/20/2016,10553,8.12,0,1.10,1.72,5.29,19,42,228,696,3083,65.15,21.18,13.55,289,78.89,6.57
4388161847,4/21/2016,10055,7.73,0,0.37,0.39,6.98,7,12,272,853,3069,90.30,5.05,4.79,291,93.47,2.41
4388161847,4/22/2016,12139,9.34,0,3.30,1.11,4.92,77,25,220,945,3544,52.68,11.88,35.33,322,68.32,23.91
4388161847,4/23/2016,13236,10.18,0,4.50,0.32,5.35,58,5,215,749,3306,52.55,3.14,44.20,278,77.34,20.86
4388161847,4/24/2016,10243,7.88,0,1.08,0.51,6.30,14,8,239,584,2885,79.95,6.47,13.71,261,91.57,5.36
4388161847,4/25/2016,12961,9.97,0,0.73,1.40,7.84,11,31,301,1054,3288,78.64,14.04,7.32,343,87.76,3.21
4388161847,4/26/2016,9461,7.28,0,0.94,1.06,5.27,14,23,224,673,2929,72.39,14.56,12.91,261,85.82,5.36
4388161847,4/27/2016,11193,8.61,0,0.70,2.51,5.39,11,48,241,684,3074,62.60,29.15,8.13,300,80.33,3.67
4388161847,4/28/2016,10074,7.75,0,1.29,0.43,6.03,19,9,234,878,2969,77.81,5.55,16.65,262,89.31,7.25
4388161847,4/29/2016,9232,7.10,0,0.80,0.89,5.42,13,16,236,1175,2979,76.34,12.54,11.27,265,89.06,4.91
4388161847,4/30/2016,12533,9.64,0,0.70,2.00,6.94,14,43,300,537,3283,71.99,20.75,7.26,357,84.03,3.92
4388161847,5/1/2016,10255,7.89,0,1.01,0.68,6.20,12,15,241,579,2926,78.58,8.62,12.80,268,89.93,4.48
4388161847,5/2/2016,10096,8.40,0,3.77,0.08,4.55,33,4,204,935,3147,54.17,0.95,44.88,241,84.65,13.69
4388161847,5/3/2016,12727,9.79,0,1.13,0.78,7.88,18,18,306,984,3290,80.49,7.97,11.54,342,89.47,5.26
4388161847,5/4/2016,12375,9.52,0,2.79,0.93,5.80,35,21,251,632,3162,60.92,9.77,29.31,307,81.76,11.40
4388161847,5/5/2016,9603,7.38,0,0.63,1.67,5.09,12,39,199,896,2899,68.97,22.63,8.54,250,79.60,4.80
4388161847,5/6/2016,13175,10.13,0,2.11,2.09,5.93,33,45,262,1100,3425,58.54,20.63,20.83,340,77.06,9.71
4388161847,5/7/2016,22770,17.54,0,9.45,2.77,5.33,120,56,260,508,4022,30.39,15.79,53.88,436,59.63,27.52
4388161847,5/8/2016,17298,14.38,0,9.89,1.26,3.23,107,38,178,576,3934,22.46,8.76,68.78,323,55.11,33.13
4388161847,5/9/2016,10218,7.86,0,0.34,0.73,6.79,6,19,258,1020,3013,86.39,9.29,4.33,283,91.17,2.12
4388161847,5/10/2016,10299,7.92,0,0.81,0.65,6.46,13,14,267,648,3061,81.57,8.21,10.23,294,90.82,4.42
4388161847,5/11/2016,10201,7.84,0,0.53,0.79,6.53,8,18,256,858,2954,83.29,10.08,6.76,282,90.78,2.84
4388161847,5/12/2016,3369,2.59,0,0.00,0.00,2.59,0,0,108,825,1623,100.00,0.00,0.00,108,100.00,0.00
4445114986,4/12/2016,3276,2.20,0,0.00,0.00,2.20,0,0,196,787,2113,100.00,0.00,0.00,196,100.00,0.00
4445114986,4/13/2016,2961,1.99,0,0.00,0.00,1.99,0,0,194,840,2095,100.00,0.00,0.00,194,100.00,0.00
4445114986,4/14/2016,3974,2.67,0,0.00,0.00,2.67,0,0,231,717,2194,100.00,0.00,0.00,231,100.00,0.00
4445114986,4/15/2016,7198,4.83,0,0.00,0.00,4.83,0,0,350,711,2496,100.00,0.00,0.00,350,100.00,0.00
4445114986,4/16/2016,3945,2.65,0,0.00,0.00,2.65,0,0,225,716,2180,100.00,0.00,0.00,225,100.00,0.00
4445114986,4/17/2016,2268,1.52,0,0.00,0.00,1.52,0,0,114,1219,1933,100.00,0.00,0.00,114,100.00,0.00
4445114986,4/18/2016,6155,4.24,0,2.00,0.29,1.95,25,6,162,1247,2248,45.99,6.84,47.17,193,83.94,12.95
4445114986,4/19/2016,2064,1.39,0,0.00,0.00,1.39,0,0,121,895,1954,100.00,0.00,0.00,121,100.00,0.00
4445114986,4/20/2016,2072,1.39,0,0.00,0.00,1.39,0,0,137,841,1974,100.00,0.00,0.00,137,100.00,0.00
4445114986,4/21/2016,3809,2.56,0,0.00,0.00,2.54,0,0,215,756,2150,99.22,0.00,0.00,215,100.00,0.00
4445114986,4/22/2016,6831,4.58,0,0.00,0.00,4.58,0,0,317,706,2432,100.00,0.00,0.00,317,100.00,0.00
4445114986,4/23/2016,4363,2.93,0,0.00,0.00,2.93,0,0,201,1239,2149,100.00,0.00,0.00,201,100.00,0.00
